pmid,title,text,date,citations
31682388,Portable Stroke Detection Devices for Patients with Stroke Symptoms: A Review of Diagnostic Accuracy and Cost-Effectiveness [Internet],"Stroke is a highly prevalent and potentially life-threatening medical emergency that requires prompt recognition and treatment in order to minimize morbidity and mortality. In Canada, there are an estimated 62,000 stroke events that occur each year. Moreover, stroke is the third leading cause of death in Canada, comprising nearly 14,000 deaths annually. Mortality rates have improved over time, possibly due to the establishment of integrated regional stroke systems, stroke unit care to prevent and manage complications, and decreases in stroke severity as a result of improved risk factor management. Despite this, over 740,000 Canadian adults over the age of 20 years are living with the effects of stroke (e.g., neurologic deficits, such as hemiparesis, aphasia, and sensory and cognitive deficits).                A stroke is the acute neurologic injury that occurs as a consequence of sudden loss of focal brain function due to cell death from poor or interrupted blood flow within the brain., There are two broad categories of stroke that have vastly different treatment approaches. Ischemic strokes are the most common type (80% of all stroke events) and are generally caused by a sudden blood vessel blockage. Hemorrhagic strokes are caused by a rupture of an artery in the brain. It is vital to differentiate between these two different types, as the treatment approaches are entirely different. Great efforts are made to minimize time delays in treatment, as delays are associated with worse outcomes, including death.                If an individual experiences a stroke in the community, the Emergency Medical Service (EMS) is usually called to the scene. Currently, EMS workers rely on patient history, physical examination (e.g., a tool that includes components of Face, Arm, Speech, and Time [FAST], such as National Institutes of Health Stroke Scale [NIHSS] or Los Angeles Motor Scale [LAMS]), and some diagnostic testing (e.g., blood glucose) to reach a pre-hospital diagnosis of stroke and to determine stroke severity. A pre-hospital assessment helps to determine what resources are required to appropriately treat the patient and thereby informs next steps, including whether to transport the patient to a stroke centre or the closest medical hospital. A more objective way to diagnose a patient at this stage may be using a portable stroke detection device. A portable stroke detection device is a health technology aimed to detect strokes in the pre-hospital environment by observing changes in blood flow to the brain using alternative ambulatory stroke detection methods (e.g., ultrasound, cranial electrodes., The use of portable stroke detection devices may increase the likelihood of pre-hospital diagnoses of stroke, which in turn could facilitate earlier initiation of stroke care (e.g., routing the patient to a stroke centre, earlier neurovascular imaging in-hospital, and definitive stroke therapies with thrombolysis/endovascular treatment if warranted)., However, there is a lack of clarity on the diagnostic accuracy and cost-effectiveness of portable stroke detection devices for patients with stroke symptoms.                A previous CADTH report (summary with critical appraisal) examined the diagnostic accuracy and cost-effectiveness of portable stroke detection devices for adults experiencing symptoms of stroke, including: combination of transcranial Doppler ultrasound, robotic headset blood flow monitor, and machine learning; bioimpedance spectroscopy visor (which uses volumetric impedance phase-shift spectroscopy); and microwave tomography system). The current report extends upon this previous report by evaluating the evidence regarding the diagnostic accuracy and cost-effectiveness of alternative ambulatory stroke detection methods for patients with symptoms of stroke (no age restriction) not covered in the previous report.",,
31679788,Elements of qualitative cognition: An information topology perspective,"Elementary quantitative and qualitative aspects of consciousness are investigated conjointly from the biology, neuroscience, physic and mathematic point of view, by the mean of a theory written with Bennequin that derives and extends information theory within algebraic topology. Information structures, that accounts for statistical dependencies within n-body interacting systems are interpreted a la Leibniz as a monadic-panpsychic framework where consciousness is information and physical, and arise from collective interactions. The electrodynamic intrinsic nature of consciousness, sustained by an analogical code, is illustrated by standard neuroscience and psychophysic results. It accounts for the diversity of the learning mechanisms, including adaptive and homeostatic processes on multiple scales, and details their expression within information theory. The axiomatization and logic of cognition are rooted in measure theory expressed within a topos intrinsic probabilistic constructive logic. Information topology provides a synthesis of the main models of consciousness (Neural Assemblies, Integrated Information, Global Neuronal Workspace, Free Energy Principle) within a formal Gestalt theory, an expression of information structures and patterns in correspondence with Galois cohomology and discrete symmetries. The methods provide new formalization of deep neural network with homologicaly imposed architecture applied to challenges in AI-machine learning.",2019 Dec;31:263-275.,
31677692,The Future Directions of Research in Cardiac Anesthesiology,"This article provides an overview of knowledge gaps that need to be addressed in cardiac anesthesia, including mitigating the inflammatory effects of cardiopulmonary bypass, defining myocardial infarction after cardiac surgery, improving perioperative neurologic outcomes, and the optimal management of patients undergoing valve replacement. In addition, emerging approaches to research conduct are discussed, including the use of new analytical techniques like machine learning, pragmatic trials, and adaptive designs.",2019 Dec;37(4):801-813.,
31677058,Non-invasive continuous blood pressure monitoring systems: current and proposed technology issues and challenges,"High blood pressure (BP) or hypertension is the single most crucial adjustable risk factor for cardiovascular diseases (CVDs) and monitoring the arterial blood pressure (ABP) is an efficient way to detect and control the prevalence of the cardiovascular health of patients. Therefore, monitoring the regulation of BP during patients' daily life plays a critical role in the ambulatory setting and the latest mobile health technology. In recent years, many studies have been conducted to explore the feasibility and performance of such techniques in the health care system. The ultimate aim of these studies is to find and develop an alternative to conventional BP monitoring by using cuff-less, easy-to-use, fast, and cost-effective devices for controlling and lowering the physical harm of CVDs to the human body. However, most of the current studies are at the prototype phase and face a range of issues and challenges to meet clinical standards. This review focuses on the description and analysis of the latest continuous and cuff-less methods along with their key challenges and barriers. Particularly, most advanced and standard technologies including pulse transit time (PTT), ultrasound, pulse arrival time (PAT), and machine learning are investigated. The accuracy, portability, and comfort of use of these technologies, and the ability to integrate to the wearable healthcare system are discussed. Finally, the future directions for further study are suggested.",2019 Nov 1.,4.0
31675466,"Simulation vs. Understanding: A Tension, in Quantum Chemistry and Beyond. Part A. Stage Setting","We begin our tripartite Essay with a triangle of understanding, theory and simulation. Sketching the intimate tie between explanation and teaching, we also point to the emotional impact of understanding. As we trace the development of theory in chemistry, Dirac's characterization of what is known and what is needed for theoretical chemistry comes up, as does the role of prediction, and Thom's phrase ""To predict is not to explain."" We give a typology of models, and then describe, no doubt inadequately, machine learning and neural networks. In the second part, we leave philosophy, beginning by describing Roald's being beaten by simulation. This leads us to artificial intelligence (AI), Searle's Chinese room, and Strevens' account of what a go-playing program knows. Back to our terrain-we ask ""Quantum Chemistry, † ca. 2020?"" Then move to examples of AI affecting social matters, ranging from trivial to scary. We argue that moral decisions are hardly to be left to a computer. At this point, we try to pull the reader up, giving the opposing view of an optimistic, limitless future a voice. But we don't do justice to that view-how could we? We return to questioning the ascetic dimension of scientists, their romance with black boxes. Onward: In the 3rd part of this Essay, we work our way up from pessimism. We trace (another triangle!) the special interests of experimentalists, who want the theory we love, and reliable numbers as well. We detail in our own science instances where theory gave us real joy. Two more examples-on magnetic coupling in inorganic diradicals, and the way to think about alkali metal halides, show us the way to integrate simulation with theory. Back and forth is how it should be-between painfully-obtained, intriguing numbers, begging for interpretation, in turn requiring new concepts, new models, new theoretically grounded tools of computation. Through such iterations understanding is formed. As our tripartite Essay ends, we outline a future of consilience, with a role both for fact-seekers, and searchers for understanding. Chemistry's streak of creation provides in that conjoined future a passage to art and to perceiving, as we argue we must, the sacred in science.",2020 Jul 27;59(31):12590-12610.,
31675462,"Simulation vs. Understanding: A Tension, in Quantum Chemistry and Beyond. Part B. The March of Simulation, for Better or Worse","In the second part of this Essay, we leave philosophy, and begin by describing Roald's being trashed by simulation. This leads us to a general sketch of artificial intelligence (AI), Searle's Chinese room, and Strevens' account of what a go-playing program knows. Back to our terrain-we ask ""Quantum Chemistry, † ca. 2020?"" Then we move to examples of Big Data, machine learning and neural networks in action, first in chemistry and then affecting social matters, trivial to scary. We argue that moral decisions are hardly to be left to a computer. And that posited causes, even if recognized as provisional, represent a much deeper level of understanding than correlations. At this point, we try to pull the reader up, giving voice to the opposing view of an optimistic, limitless future. But we don't do justice to that view-how could we, older mammals on the way to extinction that we are? We try. But then we return to fuss, questioning the ascetic dimension of scientists, their romance with black boxes. And argue for a science of many tongues.",2020 Aug 3;59(32):13156-13178.,
31673712,Advances in Data-Driven Responses to Preventing Spread of Antibiotic Resistance Across Health-Care Settings,"Among the most urgent and serious threats to public health are 7 antibiotic-resistant bacterial infections predominately acquired during health-care delivery. There is an emerging field of health-care epidemiology that is focused on preventing health care-associated infections with antibiotic-resistant bacteria and incorporates data from patient transfers or patient movements within and between facilities. This analytic field is being used to help public health professionals identify best opportunities for prevention. Different analytic approaches that draw on uses of big data are being explored to help target the use of limited public health resources, leverage expertise, and enact effective policy to maximize an impact on population-level health. Here, the following recent advances in data-driven responses to preventing spread of antibiotic resistance across health-care settings are summarized: leveraging big data for machine learning, integration or advances in tracking patient movement, and highlighting the value of coordinating response across institutions within a region.",2019 Jan 31;41(1):6-12.,
31668208,Artificial Intelligence in Radiation Oncology,"The integration of artificial intelligence in the radiation oncologist's workflow has multiple applications and significant potential. From the initial patient encounter, artificial intelligence may aid in pretreatment disease outcome and toxicity prediction. It may subsequently aid in treatment planning, and enhanced dose optimization. Artificial intelligence may also optimize the quality assurance process and support a higher level of safety, quality, and efficiency of care. This article describes components of the radiation consultation, planning, and treatment process and how the thoughtful integration of artificial intelligence may improve shared decision making, planning efficiency, planning quality, patient safety, and patient outcomes.",2019 Dec;33(6):1095-1104.,3.0
33693089,Application of Neural Networks to 12-Lead Electrocardiography - Current Status and Future Directions,"The 12-lead electrocardiogram (ECG) is a fast, non-invasive, powerful tool to diagnose or to evaluate the risk of various cardiac diseases. The vast majority of arrhythmias are diagnosed solely on 12-lead ECG. Initial detection of myocardial ischemia such as myocardial infarction (MI), acute coronary syndrome (ACS) and effort angina is also dependent upon 12-lead ECG. ECG reflects the electrophysiological state of the heart through body mass, and thus contains important information on the electricity-dependent function of the human heart. Indeed, 12-lead ECG data are complex. Therefore, the clinical interpretation of 12-lead ECG requires intense training, but still is prone to interobserver variability. Even with rich clinically relevant data, non-trained physicians cannot efficiently use this powerful tool. Furthermore, recent studies have shown that 12-lead ECG may contain information that is not recognized even by well-trained experts but which can be extracted by computer. Artificial intelligence (AI) based on neural networks (NN) has emerged as a strong tool to extract valuable information from ECG for clinical decision making. This article reviews the current status of the application of NN-based AI to the interpretation of 12-lead ECG and also discusses the current problems and future directions.",2019 Nov 2;1(11):481-486.,
31665258,Differential epigenetic factors in the prediction of cardiovascular risk in diabetic patients,"Hyperglycaemia can strongly alter the epigenetic signatures in many types of human vascular cells providing persistent perturbations of protein-protein interactions both in micro- and macro-domains. The establishment of these epigenetic changes may precede cardiovascular (CV) complications and help us to predict vascular lesions in diabetic patients. Importantly, these epigenetic marks may be transmitted across several generations (transgenerational effect) and increase the individual risk of disease. Aberrant DNA methylation and imbalance of histone modifications, mainly acetylation and methylation of H3, represent key determinants of vascular lesions and, thus, putative useful biomarkers for prevention and diagnosis of CV risk in diabetics. Moreover, a differential expression of some micro-RNAs (miRNAs), mainly miR-126, may be a useful prognostic biomarker for atherosclerosis development in asymptomatic subjects. Recently, also environmental-induced chemical perturbations in mRNA (epitranscriptome), mainly the N6-methyladenosine, have been associated with obesity and diabetes. Importantly, reversal of epigenetic changes by modulation of lifestyle and use of metformin, statins, fenofibrate, and apabetalone may offer useful therapeutic options to prevent or delay CV events in diabetics increasing the opportunity for personalized therapy. Network medicine is a promising molecular-bioinformatic approach to identify the signalling pathways underlying the pathogenesis of CV lesions in diabetic patients. Moreover, machine learning tools combined with tomography are advancing the individualized assessment of CV risk in these patients. We remark the need for combining epigenetics and advanced bioinformatic platforms to improve the prediction of vascular lesions in diabetics increasing the opportunity for CV precision medicine.",2020 Jul 1;6(4):239-247.,8.0
31664499,Review of high-content screening applications in toxicology,"High-content screening (HCS) technology combining automated microscopy and quantitative image analysis can address biological questions in academia and the pharmaceutical industry. Various HCS experimental applications have been utilized in the research field of in vitro toxicology. In this review, we describe several HCS application approaches used for studying the mechanism of compound toxicity, highlight some challenges faced in the toxicological community, and discuss the future directions of HCS in regards to new models, new reagents, data management, and informatics. Many specialized areas of toxicology including developmental toxicity, genotoxicity, developmental neurotoxicity/neurotoxicity, hepatotoxicity, cardiotoxicity, and nephrotoxicity will be examined. In addition, several newly developed cellular assay models including induced pluripotent stem cells (iPSCs), three-dimensional (3D) cell models, and tissues-on-a-chip will be discussed. New genome-editing technologies (e.g., CRISPR/Cas9), data analyzing tools for imaging, and coupling with high-content assays will be reviewed. Finally, the applications of machine learning to image processing will be explored. These new HCS approaches offer a huge step forward in dissecting biological processes, developing drugs, and making toxicology studies easier.",2019 Dec;93(12):3387-3396.,4.0
31661028,Measuring the impact of screening automation on meta-analyses of diagnostic test accuracy,"Background:                    The large and increasing number of new studies published each year is making literature identification in systematic reviews ever more time-consuming and costly. Technological assistance has been suggested as an alternative to the conventional, manual study identification to mitigate the cost, but previous literature has mainly evaluated methods in terms of recall (search sensitivity) and workload reduction. There is a need to also evaluate whether screening prioritization methods leads to the same results and conclusions as exhaustive manual screening. In this study, we examined the impact of one screening prioritization method based on active learning on sensitivity and specificity estimates in systematic reviews of diagnostic test accuracy.              Methods:                    We simulated the screening process in 48 Cochrane reviews of diagnostic test accuracy and re-run 400 meta-analyses based on a least 3 studies. We compared screening prioritization (with technological assistance) and screening in randomized order (standard practice without technology assistance). We examined if the screening could have been stopped before identifying all relevant studies while still producing reliable summary estimates. For all meta-analyses, we also examined the relationship between the number of relevant studies and the reliability of the final estimates.              Results:                    The main meta-analysis in each systematic review could have been performed after screening an average of 30% of the candidate articles (range 0.07 to 100%). No systematic review would have required screening more than 2308 studies, whereas manual screening would have required screening up to 43,363 studies. Despite an average 70% recall, the estimation error would have been 1.3% on average, compared to an average 2% estimation error expected when replicating summary estimate calculations.              Conclusion:                    Screening prioritization coupled with stopping criteria in diagnostic test accuracy reviews can reliably detect when the screening process has identified a sufficient number of studies to perform the main meta-analysis with an accuracy within pre-specified tolerance limits. However, many of the systematic reviews did not identify a sufficient number of studies that the meta-analyses were accurate within a 2% limit even with exhaustive manual screening, i.e., using current practice.",2019 Oct 28;8(1):243.,
31661003,Recent advances in nanotheranostics for triple negative breast cancer treatment,"Triple-negative breast cancer (TNBC) is the most complex and aggressive type of breast cancer encountered world widely in women. Absence of hormonal receptors on breast cancer cells necessitates the chemotherapy as the only treatment regime. High propensity to metastasize and relapse in addition to poor prognosis and survival motivated the oncologist, nano-medical scientist to develop novel and efficient nanotherapies to solve such a big TNBC challenge. Recently, the focus for enhanced availability, targeted cellular uptake with minimal toxicity is achieved by nano-carriers. These smart nano-carriers carrying all the necessary arsenals (drugs, tracking probe, and ligand) designed in such a way that specifically targets the TNBC cells at site. Articulating the targeted delivery system with multifunctional molecules for high specificity, tracking, diagnosis, and treatment emerged as theranostic approach. In this review, in addition to classical treatment modalities, recent advances in nanotheranostics for early and effective diagnostic and treatment is discussed. This review highlighted the recently FDA approved immunotherapy and all the ongoing clinical trials for TNBC, in addition to nanoparticle assisted immunotherapy. Futuristic but realistic advancements in artificial intelligence (AI) and machine learning not only improve early diagnosis but also assist clinicians for their workup in TNBC. The novel concept of Nanoparticles induced endothelial leakiness (NanoEL) as a way of tumor invasion is also discussed in addition to classical EPR effect. This review intends to provide basic insight and understanding of the novel nano-therapeutic modalities in TNBC diagnosis and treatment and to sensitize the readers for continue designing the novel nanomedicine. This is the first time that designing nanoparticles with stoichiometric definable number of antibodies per nanoparticle now represents the next level of precision by design in nanomedicine.",2019 Oct 28;38(1):430.,20.0
